timestamp,open,high,low,close,volume
2024-11-16 16:00:00,3141.11,3157.35,3128.0,3145.18,19499.5285
2024-11-16 17:00:00,3145.19,3176.3,3141.18,3167.41,13260.0725
2024-11-16 18:00:00,3167.4,3182.33,3163.63,3180.76,12191.2088
2024-11-16 19:00:00,3180.76,3184.6,3164.59,3169.01,10067.3986
2024-11-16 20:00:00,3169.01,3175.0,3144.66,3150.12,14318.26
2024-11-16 21:00:00,3150.12,3159.49,3147.5,3154.2,7265.4812
2024-11-16 22:00:00,3154.2,3164.6,3132.4,3132.99,9507.2153
2024-11-16 23:00:00,3132.99,3146.2,3121.91,3132.87,12080.8178
2024-11-17 00:00:00,3132.88,3154.0,3131.2,3149.13,11380.7413
2024-11-17 01:00:00,3149.13,3149.13,3073.0,3085.0,32874.8138
2024-11-17 02:00:00,3085.0,3085.0,3034.99,3065.36,39334.9677
2024-11-17 03:00:00,3065.36,3080.97,3053.07,3080.68,15708.9407
2024-11-17 04:00:00,3080.67,3136.64,3076.2,3126.7,35026.2298
2024-11-17 05:00:00,3126.69,3135.47,3093.76,3103.45,18954.3689
2024-11-17 06:00:00,3103.46,3141.43,3102.51,3134.27,17433.2662
2024-11-17 07:00:00,3134.26,3147.72,3120.58,3136.79,13925.572
2024-11-17 08:00:00,3136.79,3161.49,3130.37,3145.33,21875.5059
2024-11-17 09:00:00,3145.34,3162.11,3131.94,3140.33,11535.0813
2024-11-17 10:00:00,3140.32,3151.32,3130.37,3138.0,10951.5361
2024-11-17 11:00:00,3138.0,3138.57,3100.81,3105.52,20064.8404
2024-11-17 12:00:00,3105.53,3126.72,3101.2,3121.6,12095.7157
2024-11-17 13:00:00,3121.6,3122.26,3077.0,3103.34,24083.0232
2024-11-17 14:00:00,3103.34,3111.36,3067.33,3088.27,24266.865
2024-11-17 15:00:00,3088.26,3102.68,3077.55,3086.21,15282.6606
2024-11-17 16:00:00,3086.2,3098.35,3071.6,3093.16,14060.7543
2024-11-17 17:00:00,3093.16,3115.72,3081.0,3107.0,15684.0425
2024-11-17 18:00:00,3107.0,3107.9,3072.34,3081.0,15899.7669
2024-11-17 19:00:00,3081.0,3097.9,3071.87,3097.74,11815.4923
2024-11-17 20:00:00,3097.74,3106.99,3057.45,3073.37,20559.2902
2024-11-17 21:00:00,3073.37,3086.18,3054.5,3062.25,13755.783
2024-11-17 22:00:00,3062.25,3089.59,3042.93,3068.08,21296.4828
2024-11-17 23:00:00,3068.07,3078.2,3050.56,3076.0,11953.2169
2024-11-18 00:00:00,3075.99,3124.2,3069.0,3097.99,23314.0949
2024-11-18 01:00:00,3097.99,3121.8,3093.0,3115.05,12560.2956
2024-11-18 02:00:00,3115.06,3124.13,3104.0,3110.4,10478.9569
2024-11-18 03:00:00,3110.4,3112.28,3094.6,3111.96,9319.1414
2024-11-18 04:00:00,3111.95,3116.2,3096.07,3100.65,8621.2977
2024-11-18 05:00:00,3100.65,3118.6,3097.0,3118.42,9883.3066
2024-11-18 06:00:00,3118.43,3146.93,3113.2,3146.34,22151.0826
2024-11-18 07:00:00,3146.33,3149.71,3123.38,3130.55,16393.1471
2024-11-18 08:00:00,3130.56,3139.78,3116.22,3121.51,12408.0874
2024-11-18 09:00:00,3121.51,3123.8,3102.0,3107.25,14853.6105
2024-11-18 10:00:00,3107.25,3123.46,3105.0,3115.45,13416.8643
2024-11-18 11:00:00,3115.45,3116.97,3050.01,3056.28,33956.3152
2024-11-18 12:00:00,3056.29,3090.0,3053.86,3086.92,33466.3126
2024-11-18 13:00:00,3086.92,3089.2,3052.19,3067.6,35671.708
2024-11-18 14:00:00,3067.6,3108.79,3058.82,3087.12,37867.2252
2024-11-18 15:00:00,3087.12,3157.5,3083.62,3143.41,43236.0753
2024-11-18 16:00:00,3143.41,3187.0,3134.62,3168.01,65668.9402
2024-11-18 17:00:00,3168.0,3189.0,3152.29,3174.92,30610.735
2024-11-18 18:00:00,3174.93,3199.0,3156.0,3164.18,38526.64
2024-11-18 19:00:00,3164.18,3168.36,3090.3,3127.17,47373.1548
2024-11-18 20:00:00,3127.17,3189.13,3122.22,3155.21,44377.6127
2024-11-18 21:00:00,3155.2,3171.8,3144.0,3147.59,15237.6918
2024-11-18 22:00:00,3147.59,3163.8,3146.1,3149.11,12686.2038
2024-11-18 23:00:00,3149.12,3224.94,3140.1,3207.8,48579.9361
2024-11-19 00:00:00,3207.81,3221.2,3154.45,3156.01,41260.4978
2024-11-19 01:00:00,3156.01,3164.01,3141.7,3143.4,24226.0946
2024-11-19 02:00:00,3143.4,3160.34,3143.22,3157.14,9053.2413
2024-11-19 03:00:00,3157.14,3159.33,3145.09,3148.5,10072.5785
2024-11-19 04:00:00,3148.5,3159.93,3120.5,3130.25,19840.5135
2024-11-19 05:00:00,3130.24,3141.0,3114.99,3134.86,19072.4565
2024-11-19 06:00:00,3134.85,3134.85,3116.14,3130.45,10911.5101
2024-11-19 07:00:00,3130.45,3131.14,3107.37,3118.08,17246.1036
2024-11-19 08:00:00,3118.09,3127.63,3104.25,3119.64,25308.866
2024-11-19 09:00:00,3119.64,3127.33,3091.13,3110.63,17017.5412
2024-11-19 10:00:00,3110.63,3122.98,3101.76,3120.32,10120.5213
2024-11-19 11:00:00,3120.33,3130.0,3111.66,3126.51,11498.8348
2024-11-19 12:00:00,3126.51,3150.0,3126.51,3132.21,18211.5471
2024-11-19 13:00:00,3132.21,3135.28,3079.0,3082.19,34355.4823
2024-11-19 14:00:00,3082.19,3119.5,3076.0,3096.78,37055.9616
2024-11-19 15:00:00,3096.77,3108.39,3087.25,3104.36,20583.3108
2024-11-19 16:00:00,3104.35,3116.5,3099.49,3110.16,15221.9486
2024-11-19 17:00:00,3110.17,3129.65,3105.93,3117.45,16115.0543
2024-11-19 18:00:00,3117.44,3143.0,3113.91,3140.69,33821.2631
2024-11-19 19:00:00,3140.7,3145.0,3118.0,3122.19,21729.5172
2024-11-19 20:00:00,3122.2,3131.11,3085.0,3100.17,20976.5046
2024-11-19 21:00:00,3100.17,3106.91,3068.0,3092.19,38041.0802
2024-11-19 22:00:00,3092.19,3099.51,3065.4,3092.67,14723.6717
2024-11-19 23:00:00,3092.66,3114.87,3087.8,3107.44,13647.9187
2024-11-20 00:00:00,3107.45,3112.98,3090.39,3107.06,12522.741
2024-11-20 01:00:00,3107.06,3127.64,3093.63,3098.97,17052.3378
2024-11-20 02:00:00,3098.98,3106.19,3084.0,3086.44,14913.1404
2024-11-20 03:00:00,3086.44,3097.69,3071.6,3096.0,16755.9025
2024-11-20 04:00:00,3095.99,3102.0,3087.51,3098.0,7541.457
2024-11-20 05:00:00,3098.0,3115.01,3091.22,3108.5,11219.6911
2024-11-20 06:00:00,3108.51,3113.99,3101.57,3104.52,8701.1078
2024-11-20 07:00:00,3104.52,3115.0,3098.8,3109.54,14414.2312
2024-11-20 08:00:00,3109.54,3129.54,3105.52,3123.46,17730.0497
2024-11-20 09:00:00,3123.45,3135.13,3116.0,3118.65,24824.9096
2024-11-20 10:00:00,3118.66,3120.83,3108.11,3109.4,10307.5304
2024-11-20 11:00:00,3109.4,3110.16,3083.8,3099.82,17908.6028
2024-11-20 12:00:00,3099.82,3102.33,3081.56,3089.45,25871.4508
2024-11-20 13:00:00,3089.45,3114.26,3085.5,3113.26,23656.329
2024-11-20 14:00:00,3113.25,3159.2,3091.0,3114.48,61067.1575
2024-11-20 15:00:00,3114.48,3130.79,3090.0,3130.0,36350.9134
2024-11-20 16:00:00,3130.0,3135.0,3075.02,3089.1,39337.8372
2024-11-20 17:00:00,3089.07,3096.5,3063.81,3064.01,28162.5677
2024-11-20 18:00:00,3064.01,3077.74,3037.05,3049.01,40546.4028
2024-11-20 19:00:00,3049.0,3063.32,3029.41,3058.05,22121.3957
2024-11-20 20:00:00,3058.04,3081.88,3044.38,3072.32,20044.6255
2024-11-20 21:00:00,3072.32,3083.05,3062.21,3078.16,12362.1334
2024-11-20 22:00:00,3078.15,3093.16,3066.33,3074.38,10537.2525
2024-11-20 23:00:00,3074.38,3079.68,3063.4,3069.97,9658.0668
2024-11-21 00:00:00,3069.97,3090.0,3065.2,3079.19,11708.0096
2024-11-21 01:00:00,3079.2,3098.43,3076.4,3079.06,11550.9055
2024-11-21 02:00:00,3079.07,3080.01,3032.59,3056.21,27526.9407
2024-11-21 03:00:00,3056.21,3101.0,3053.67,3081.98,37569.6038
2024-11-21 04:00:00,3081.99,3139.4,3080.5,3130.67,53599.3311
2024-11-21 05:00:00,3130.67,3143.64,3092.65,3107.71,34959.6742
2024-11-21 06:00:00,3107.71,3129.0,3099.5,3127.21,22711.4954
2024-11-21 07:00:00,3127.21,3141.14,3121.61,3137.02,20490.9523
2024-11-21 08:00:00,3137.02,3148.11,3128.0,3141.19,25307.485
2024-11-21 09:00:00,3141.19,3144.34,3122.4,3125.99,20396.2099
2024-11-21 10:00:00,3125.98,3139.13,3118.37,3131.7,16245.2878
2024-11-21 11:00:00,3131.7,3155.0,3129.18,3147.75,30490.13
2024-11-21 12:00:00,3147.74,3317.85,3146.2,3284.99,179740.4868
2024-11-21 13:00:00,3284.99,3366.94,3284.38,3348.0,98001.2227
2024-11-21 14:00:00,3348.0,3372.6,3307.81,3345.5,77582.9823
2024-11-21 15:00:00,3345.49,3346.28,3236.88,3277.03,90929.2832
2024-11-21 16:00:00,3277.03,3340.82,3277.03,3331.48,40817.5219
2024-11-21 17:00:00,3331.47,3350.0,3313.05,3349.27,24337.7757
2024-11-21 18:00:00,3349.27,3383.58,3338.91,3379.22,40354.203
2024-11-21 19:00:00,3379.22,3386.73,3337.01,3347.0,39189.219
2024-11-21 20:00:00,3347.0,3367.58,3333.54,3347.96,22105.5789
2024-11-21 21:00:00,3347.96,3355.96,3334.2,3345.13,15057.3191
2024-11-21 22:00:00,3345.13,3378.68,3344.01,3371.34,17009.4074
2024-11-21 23:00:00,3371.33,3376.2,3354.81,3355.81,17242.2782
2024-11-22 00:00:00,3355.88,3372.56,3309.47,3316.1,26507.7822
2024-11-22 01:00:00,3316.09,3330.41,3304.39,3321.5,18054.234
2024-11-22 02:00:00,3321.49,3343.72,3320.0,3331.01,20471.4336
2024-11-22 03:00:00,3331.0,3380.68,3321.0,3365.8,27973.0969
2024-11-22 04:00:00,3365.8,3425.92,3357.44,3390.01,44626.4088
2024-11-22 05:00:00,3390.0,3394.98,3369.4,3376.14,22925.0339
2024-11-22 06:00:00,3376.15,3384.42,3355.0,3371.77,19019.827
2024-11-22 07:00:00,3371.77,3386.87,3358.29,3362.66,20666.6954
2024-11-22 08:00:00,3362.65,3381.2,3360.01,3372.01,18990.8137
2024-11-22 09:00:00,3372.01,3383.84,3350.01,3364.31,19219.573
2024-11-22 10:00:00,3364.31,3369.84,3319.54,3322.62,30734.5027
2024-11-22 11:00:00,3322.63,3347.0,3311.68,3344.75,22269.5648
2024-11-22 12:00:00,3344.76,3357.18,3329.14,3348.43,19200.852
2024-11-22 13:00:00,3348.43,3348.59,3257.54,3293.21,83686.6854
2024-11-22 14:00:00,3293.22,3311.2,3280.32,3288.0,36803.993
2024-11-22 15:00:00,3287.99,3323.67,3282.67,3314.15,34906.2183
2024-11-22 16:00:00,3314.15,3316.73,3290.07,3308.41,24710.5269
2024-11-22 17:00:00,3308.4,3321.14,3293.21,3296.48,19047.741
2024-11-22 18:00:00,3296.48,3307.4,3266.66,3280.01,17723.6531
2024-11-22 19:00:00,3280.0,3297.38,3264.84,3282.4,19764.6886
2024-11-22 20:00:00,3282.39,3297.26,3273.2,3291.31,13140.2523
2024-11-22 21:00:00,3291.31,3319.67,3279.39,3316.47,13923.0339
2024-11-22 22:00:00,3316.51,3319.45,3300.85,3308.14,14736.0182
2024-11-22 23:00:00,3308.14,3330.0,3307.01,3327.78,14171.0806
2024-11-23 00:00:00,3327.78,3364.98,3317.0,3341.81,30155.5223
2024-11-23 01:00:00,3341.81,3358.03,3321.63,3343.2,42729.6519
2024-11-23 02:00:00,3343.19,3347.8,3312.72,3325.79,19549.2114
2024-11-23 03:00:00,3325.79,3345.52,3320.09,3345.51,12831.365
2024-11-23 04:00:00,3345.51,3356.06,3326.89,3353.87,25242.0246
2024-11-23 05:00:00,3353.86,3361.71,3329.1,3348.75,15417.865
2024-11-23 06:00:00,3348.75,3351.8,3341.7,3343.72,11618.1029
2024-11-23 07:00:00,3343.71,3351.45,3335.2,3341.34,15167.3434
2024-11-23 08:00:00,3341.34,3402.98,3335.16,3369.27,55944.1373
2024-11-23 09:00:00,3369.28,3373.82,3342.63,3359.87,19664.5283
2024-11-23 10:00:00,3359.87,3367.4,3342.6,3348.27,18185.3677
2024-11-23 11:00:00,3348.26,3363.89,3347.0,3354.65,11484.9866
2024-11-23 12:00:00,3354.65,3428.0,3349.68,3399.82,56873.1526
2024-11-23 13:00:00,3399.82,3444.47,3392.01,3435.03,55172.6575
2024-11-23 14:00:00,3435.02,3497.51,3426.29,3472.2,77400.4418
2024-11-23 15:00:00,3472.19,3480.42,3444.53,3460.33,40079.1527
2024-11-23 16:00:00,3460.34,3470.22,3377.0,3413.14,83239.0688
2024-11-23 17:00:00,3413.13,3435.19,3389.44,3424.67,37633.4777
2024-11-23 18:00:00,3424.67,3431.11,3401.01,3424.18,16507.87
2024-11-23 19:00:00,3424.18,3433.0,3400.77,3407.83,12756.469
2024-11-23 20:00:00,3407.82,3408.73,3379.2,3405.1,21240.0642
2024-11-23 21:00:00,3405.11,3427.73,3401.78,3417.24,15728.263
2024-11-23 22:00:00,3417.24,3423.48,3393.0,3405.87,14222.6376
2024-11-23 23:00:00,3405.85,3406.96,3382.0,3393.91,12180.6396
2024-11-24 00:00:00,3393.91,3425.9,3389.03,3417.5,16380.3334
2024-11-24 01:00:00,3417.49,3436.62,3414.99,3433.38,19682.1357
2024-11-24 02:00:00,3433.38,3450.0,3428.68,3430.39,15560.8673
